"y","x"
-2.01677525781497,1
3.49108509006922,2
1.61396753817232,3
0.670256488548806,4
0.628846631060294,5
2.42129887357489,6
-0.0958340480241433,7
2.71262477705464,8
2.88367515159907,9
2.03564690192305,10
5.49696831144903,11
4.62432095550478,12
2.79385590722354,13
3.98043540448922,14
0.83906889177289,15
5.39464660296963,16
3.4280342120035,17
3.94118027505812,18
2.33732574328256,19
3.65705501011188,20
2.24947402180818,21
3.26092416875322,22
3.48520856860223,23
2.31784565588746,24
3.992047346296,25
1.7717587175399,26
4.13728600328908,27
-0.358154943435938,28
1.93036085129496,29
1.03943270629369,30
1.82510727694927,31
2.20613629993455,32
0.119676335035967,33
0.590503167755029,34
-2.76014797996029,35
-3.68970914486834,36
-3.27064680248462,37
0.0944877581441266,38
-2.44714981195546,39
-2.87768763872356,40
-0.134417665559271,41
-4.4158314967987,42
-2.72838678220049,43
-5.02688501545979,44
-3.36364921960877,45
-4.12973269035522,46
-5.73300359197707,47
-3.66657084692422,48
-0.410295851263876,49
-2.77901990447251,50
-1.03475873857013,51
-3.99507593274804,52
-5.60226153783418,53
-4.90659508727784,54
-0.92023240706094,55
0.559512770033923,56
-0.783677800487923,57
-3.5301312238537,58
0.276288970368344,59
-0.95172302952146,60
-3.47564859837383,61
-0.256300200704193,62
2.11012665820008,63
-2.09034480823495,64
-2.01593844818584,65
-0.0596703209951814,66
3.14275714515707,67
3.63942193198229,68
1.87062986965454,69
0.835820099081408,70
0.776440029930118,71
0.36360559777926,72
0.948438148397104,73
5.37136152704236,74
1.49717033160741,75
3.89206488704711,76
2.89228076251926,77
0.956095123245713,78
6.11943658714451,79
2.35578910852475,80
0.357884776167972,81
5.50302881834253,82
3.68100101826335,83
5.69212085028287,84
2.19359073998115,85
4.0254983314817,86
3.45674876213962,87
2.63413158689266,88
3.24583784182098,89
1.51907907533579,90
-0.854561466957792,91
1.9649759210404,92
3.28024766840595,93
1.02475303367872,94
1.16626391524086,95
0.601312696418839,96
1.23425587338285,97
-3.18612813750485,98
-1.78220925536322,99
-3.76644566864066,100
-1.95949657458956,101
-3.76343273632664,102
-1.61691172285709,103
-3.55607647390776,104
-4.95268568932262,105
-0.265909167945089,106
-3.75516972500017,107
-3.05223518028431,108
-1.19012173960653,109
-1.89314275902928,110
-5.03169472408562,111
-5.90869823040341,112
-5.13184441455959,113
-4.53706785268803,114
-5.16559636476001,115
-5.40195662998289,116
-0.625326070101507,117
-1.71186769656677,118
0.8231996354472,119
0.0852269860702863,120
0.619863554198034,121
1.63071865350317,122
1.08648188726989,123
-2.77597218592628,124
-0.333770270641789,125
0.518486727948944,126
1.32671242558086,127
1.7163174236639,128
1.80310777532054,129
0.400141731100049,130
-0.61456548724086,131
0.873546358404257,132
0.890718828864467,133
2.39043234880221,134
2.85596245010394,135
1.48835419182385,136
3.04090773301056,137
0.477888238171189,138
5.3263394410568,139
2.85680839420534,140
3.74854667322074,141
3.26850405367357,142
1.8441854367944,143
1.91797439596732,144
4.65799345347748,145
4.29801397039085,146
-0.0870440444111269,147
1.7696473478825,148
3.48575980750608,149
4.52272404831402,150
-0.709056663600561,151
2.51255107864849,152
3.25382677840157,153
0.244905124065746,154
2.11628483613704,155
-1.24109113564545,156
-0.799930832095684,157
-0.451973846607116,158
-3.06735388588109,159
-2.82592908564092,160
1.24664435327407,161
0.261800486523619,162
-3.52772667139604,163
0.560837667312968,164
-2.37643994126984,165
-3.98910787156817,166
-0.283961980100537,167
-3.45138049370039,168
-4.49490081495198,169
-0.406557525566086,170
-2.93440765489255,171
-3.59125358887003,172
-3.95453458880894,173
-0.303685048300655,174
-5.49855927810643,175
-0.400366499112105,176
-0.752011727642745,177
-3.81659313614549,178
-0.829261278526061,179
-4.59628713711815,180
-0.285079868233805,181
-4.84657816113792,182
-4.71040790429119,183
-2.34201892222221,184
-2.90693237760437,185
1.09601060182747,186
-3.28032893446641,187
1.17364536796348,188
-2.01264161940597,189
-1.8537422422843,190
3.32283514334358,191
2.61845889120671,192
-0.0690412658380248,193
3.66635618380963,194
1.23442319869916,195
4.19247470926332,196
0.482603950205794,197
1.34037747043605,198
0.103758374566953,199
4.95479584006171,200
1.7645277875816,201
3.02064714801125,202
3.18506277036502,203
4.2605500585106,204
1.34935099531527,205
4.78442044399489,206
4.29060037689476,207
4.02711369747292,208
4.64878212861454,209
1.29828003343328,210
0.431193130158899,211
2.81489986428776,212
0.888218786565295,213
-0.897864887325496,214
0.434009386952406,215
3.31232776354074,216
-1.09772568773102,217
-1.55195350806166,218
2.41474363661655,219
0.813511872808798,220
2.46519180753507,221
0.434057241585143,222
-0.70102746367778,223
-2.32570619312177,224
1.02232669586354,225
-4.23688404468946,226
-3.43539533968273,227
-3.71143321389418,228
-0.398034353727945,229
-4.99503869809821,230
-0.384439250906136,231
-0.998038477578579,232
-0.614527537357863,233
-2.07143816667478,234
-1.79530763705093,235
-5.61780003537154,236
-3.6978970895339,237
-4.65634248671004,238
-4.22758701846906,239
-3.99048194426276,240
-1.33589092931916,241
-1.64685667623533,242
-3.31855902173632,243
-4.70316655812285,244
-0.578310423685301,245
-3.93061125524604,246
-2.78169847498709,247
-0.430907049007457,248
-2.10165787684104,249
1.73791641567211,250
2.13935870442445,251
1.64157073318084,252
-0.60487687414429,253
2.02379065227781,254
3.89524408393659,255
1.96398782393125,256
4.25896538437708,257
4.91490128474126,258
-0.104017868585578,259
3.01752195971518,260
0.217380659587646,261
3.04833276665533,262
5.80227515127345,263
0.860305668630025,264
1.99527833899595,265
4.58888156336384,266
6.02055640176592,267
1.10066444614243,268
0.341557118966325,269
2.25703929340757,270
4.04101712679731,271
4.74735084235314,272
3.92288184983174,273
2.97319990410651,274
4.74316767962131,275
-0.507906143148861,276
1.94334877616163,277
1.84894981338073,278
1.80450558401712,279
-0.625191559240459,280
-1.47427182724744,281
-0.623134702688632,282
-0.403954622277681,283
-0.0979395489692763,284
-2.93554864416112,285
-3.104705770057,286
-2.56217697528795,287
-3.36990042231621,288
-2.5286878877306,289
-1.59730910471994,290
-0.735056084151843,291
-0.71975114219204,292
-4.93842451929465,293
-0.108368490657598,294
-2.5425379468552,295
-4.33667394398622,296
-3.60589425774927,297
-0.880338825169106,298
-1.19479610460891,299
-1.31892747421867,300
-0.865374229922419,301
-2.10185907300021,302
-2.45732911088317,303
-2.92663917772628,304
-5.0254437528225,305
-5.2933987164375,306
0.447097536566134,307
-4.78988346176563,308
-3.93743796067412,309
-1.45945912865319,310
-1.56287838572032,311
2.21058435074896,312
-0.18625924564354,313
-0.772124966785117,314
-0.513266244653261,315
1.98397293708107,316
2.0969051170016,317
0.0195876685252996,318
-0.191214889638148,319
4.2063745419002,320
2.19137509090715,321
5.11830539894668,322
3.22008762484983,323
3.35969869331373,324
2.06489970101404,325
0.297553626810797,326
0.610539126065083,327
5.38125103190482,328
0.539250445753584,329
3.87042800855599,330
2.73664884832176,331
3.6073837739255,332
1.54930351207544,333
4.16183531864615,334
5.72280690890668,335
5.36810626813034,336
4.57625775400162,337
1.9107806237523,338
1.96659909707342,339
4.31456669507042,340
3.57965896657527,341
1.5690077473458,342
3.17607036538296,343
2.67797813150191,344
-0.841597723724969,345
0.604143340672655,346
-1.49093703225784,347
-1.51596813670028,348
-3.55288772747807,349
0.945440819377344,350
-4.50396616653794,351
-5.01338666478488,352
-3.29455716684125,353
-2.99378187226229,354
-3.52462718513219,355
-4.56601744247175,356
-1.9577807335449,357
-0.797997213032765,358
-5.41650241660166,359
-1.95098522990097,360
-5.67114076941609,361
-4.98171815100953,362
-0.801918154185342,363
-5.99295045984111,364
-5.78740480665702,365
-1.09866782748138,366
-3.27011762085256,367
0.0178646437694145,368
-1.45206486962949,369
-2.57195685263371,370
-1.36342706321531,371
-3.2089338097233,372
1.15742997294005,373
0.858191636088861,374
-2.28210717406145,375
-0.848380771907228,376
1.89676267900688,377
-0.83412145755983,378
1.62312556860358,379
0.012800267731905,380
-0.930352055139791,381
2.88612796092509,382
4.03501953233312,383
1.88777281757846,384
2.53700327527925,385
0.150401556770405,386
